Word	Tag               
that	O                 
it	O                   
would	O                
be	O                   
resuming	O             
operations	O           
.	O                    
His	O                  
comments	O             
come	O                 
one	O                  
day	O                  
before	O               
the	O                  
IAEA	B+AC0-org             
board	O                
meets	O                
in	O                   
Vienna	B+AC0-geo           
.	O                    
A	O                    
draft	O                
resolution	O           
obtained	O             
by	O                   
news	O                 
agencies	O             
formally	O             
calls	O                
on	O                   
the	O                  
IAEA	B+AC0-org             
to	O                   
report	O               
Iran	B+AC0-geo             
to	O                   
the	O                  
U.N.	B+AC0-org             
Security	I+AC0-org         
Council	I+AC0-org          
over	O                 
its	O                  
nuclear	O              
activities	O           
.	O                    
British	B+AC0-gpe          
Foreign	O              
Secretary	O            
Jack	B+AC0-per             
Straw	I+AC0-per            
met	O                  
his	O                  
Iranian	B+AC0-gpe          
counterpart	O          
Manouchehr	B+AC0-org       
Mottaki	I+AC0-org          
in	O                   
London	B+AC0-geo           
today	B+AC0-tim            
to	O                   
tell	O                 
him	O                  
that	O                 
Tehran	B+AC0-org           
has	O                  
one	O                  
last	O                 
chance	O               
to	O                   
convince	O             
the	O                  
world	O                
that	O                 
its	O                  
nuclear	O              
program	O              
is	O                   
peaceful	O             
.	O                    
European	O             
and	O                  
U.S.	B+AC0-geo             
leaders	O              
accuse	O               
Iran	B+AC0-geo             
of	O                   
secretly	O             
trying	O               
to	O                   
develop	O              
nuclear	O              
weapons	O              
.	O                    
Iran	B+AC0-geo             
denies	O               
the	O                  
charge	O               
.	O                    
U.S.	B+AC0-org             
Secretary	B+AC0-per        
of	I+AC0-per               
State	I+AC0-per            
Condoleezza	I+AC0-per      
Rice	I+AC0-per             
says	O                 
the	O                  
Bush	B+AC0-per             
administration	O       
has	O                  
a	O                    
strategy	O             
to	O                   
+ACIAIgAiACI-	O                 
assure	O               
victory	O              
+ACIAIgAiACI-	O                 
in	O                   
Iraq	B+AC0-geo             
.	O                    
In	O                   
testimony	O            
before	O               
the	O                  
Senate	B+AC0-org           
Foreign	I+AC0-org          
Relations	I+AC0-org        
Committee	I+AC0-org        
	                      
Ms.	B+AC0-per              
Rice	I+AC0-per             
said	O                 
the	O                  
plan	O                 
is	O                   
to	O                   
clear	O                
out	O                  
areas	O                
under	O                
insurgent	O            
control	O              
	                      
hold	O                 
those	O                
areas	O                
securely	O             
	                      
and	O                  
build	O                
durable	O              
	                      
national	O             
Iraqi	B+AC0-org            
institutions	O         
.	O                    
She	O                  
said	O                 
the	O                  
United	B+AC0-org           
States	I+AC0-org           
will	O                 
send	O                 
in	O                   
teams	O                
of	O                   
diplomatic	O           
and	O                  
military	O             
personnel	O            
working	O              
together	O             
to	O                   
help	O                 
Iraqis	B+AC0-gpe           
train	O                
police	O               
	                      
and	O                  
set	O                  
up	O                   
essential	O            
services	O             
.	O                    
Ms.	B+AC0-per              
Rice	I+AC0-per             
's	O                   
testimony	O            
Wednesday	B+AC0-tim        
comes	O                
just	O                 
days	O                 
after	O                
Iraqis	B+AC0-gpe           
voted	O                
in	O                   
a	O                    
referendum	O           
on	O                   
a	O                    
new	O                  
constitution	O         
.	O                    
Senators	O             
pressed	O              
the	O                  
secretary	O            
for	O                  
specifics	O            
	                      
including	O            
when	O                 
the	O                  
150+AC0-thousand	O         
U.S.	B+AC0-org             
troops	O               
in	O                   
Iraq	B+AC0-geo             
might	O                
start	O                
coming	O               
home	O                 
.	O                    
The	O                  
secretary	O            
refused	O              
to	O                   
offer	O                
a	O                    
timetable	O            
	                      
saying	O               
any	O                  
withdrawal	O           
depends	O              
on	O                   
Iraqi	B+AC0-gpe            
forces	O               
being	O                
able	O                 
to	O                   
fight	O                
the	O                  
insurgents	O           
independently	O        
.	O                    
English	B+AC0-gpe          
and	O                  
Irish	B+AC0-gpe            
colonists	O            
from	O                 
St.	B+AC0-geo              
Kitts	I+AC0-geo            
first	O                
settled	O              
on	O                   
Montserrat	B+AC0-geo       
in	O                   
1632	B+AC0-tim             
+ADs-	O                    
the	O                  
first	O                
African	B+AC0-gpe          
slaves	O               
arrived	O              
three	B+AC0-tim            
decades	I+AC0-tim          
later	I+AC0-tim            
.	O                    
The	O                  
British	B+AC0-gpe          
and	O                  
French	B+AC0-gpe           
fought	O               
for	O                  
possession	O           
of	O                   
the	O                  
island	O               
for	O                  
most	O                 
of	O                   
the	O                  
18th	B+AC0-tim             
century	I+AC0-tim          
	                      
but	O                  
it	O                   
finally	O              
was	O                  
confirmed	O            
as	O                   
a	O                    
British	B+AC0-gpe          
possession	O           
in	O                   
1783	B+AC0-tim             
.	O                    
The	O                  
island	O               
's	O                   
sugar	O                
plantation	O           
economy	O              
was	O                  
converted	O            
to	O                   
small	O                
farm	O                 
landholdings	O         
in	O                   
the	O                  
mid	B+AC0-tim              
19th	I+AC0-tim             
century	I+AC0-tim          
.	O                    
Much	O                 
of	O                   
this	O                 
island	O               
was	O                  
devastated	O           
and	O                  
two+AC0-thirds	O           
of	O                   
the	O                  
population	O           
fled	O                 
abroad	O               
because	O              
of	O                   
the	O                  
eruption	O             
of	O                   
the	O                  
Soufriere	B+AC0-org        
Hills	I+AC0-org            
Volcano	I+AC0-org          
that	O                 
began	O                
on	O                   
18	B+AC0-tim               
July	I+AC0-tim             
1995	I+AC0-tim             
.	O                    
Montserrat	B+AC0-geo       
has	O                  
endured	O              
volcanic	O             
activity	O             
since	O                
	                      
with	O                 
the	O                  
last	O                 
eruption	O             
occurring	O            
in	O                   
July	B+AC0-tim             
2003	I+AC0-tim             
.	O                    
Georgia	B+AC0-geo          
's	O                   
economy	O              
sustained	O            
GDP	O                  
growth	O               
of	O                   
more	O                 
than	O                 
10	O                   
+ACU-	O                    
in	O                   
2006	B+AC0-tim             
+AC0-	I+AC0-tim                
7	I+AC0-tim                
	                      
based	O                
on	O                   
strong	O               
inflows	O              
of	O                   
foreign	O              
investment	O           
and	O                  
robust	O               
government	O           
spending	O             
.	O                    
However	O              
	                      
GDP	O                  
growth	O               
slowed	O               
in	O                   
2008	B+AC0-tim             
following	O            
the	O                  
August	B+AC0-tim           
2008	I+AC0-tim             
conflict	O             
with	O                 
Russia	B+AC0-org           
	                      
and	O                  
turned	O               
negative	O             
in	O                   
2009	B+AC0-tim             
as	O                   
foreign	O              
direct	O               
investment	O           
and	O                  
workers	O              
'	O                    
remittances	O          
declined	O             
in	O                   
the	O                  
wake	O                 
of	O                   
the	O                  
global	O               
financial	O            
crisis	O               
	                      
but	O                  
rebounded	O            
in	O                   
2010	B+AC0-tim             
.	O                    
Georgia	B+AC0-geo          
's	O                   
main	O                 
economic	O             
activities	O           
include	O              
the	O                  
cultivation	O          
of	O                   
agricultural	O         
products	O             
such	O                 
as	O                   
grapes	O               
	                      
citrus	O               
fruits	O               
	                      
and	O                  
hazelnuts	O            
+ADs-	O                    
mining	O               
of	O                   
manganese	O            
and	O                  
copper	O               
+ADs-	O                    
and	O                  
output	O               
of	O                   
a	O                    
small	O                
industrial	O           
sector	O               
producing	O            
alcoholic	O            
and	O                  
nonalcoholic	O         
beverages	O            
	                      
metals	O               
	                      
machinery	O            
	                      
aircraft	O             
and	O                  
chemicals	O            
.	O                    
Areas	O                
of	O                   
recent	O               
improvement	O          
include	O              
growth	O               
in	O                   
the	O                  
construction	O         
	                      
banking	O              
services	O             
	                      
and	O                  
mining	O               
sectors	O              
	                      
but	O                  
reduced	O              
availability	O         
of	O                   
external	O             
investment	O           
and	O                  
the	O                  
slowing	O              
regional	O             
economy	O              
are	O                  
emerging	O             
risks	O                
.	O                    
The	O                  
country	O              
imports	O              
nearly	O               
all	O                  
its	O                  
needed	O               
supplies	O             
of	O                   
natural	O              
gas	O                  
and	O                  
oil	O                  
products	O             
.	O                    
It	O                   
has	O                  
sizeable	O             
hydropower	O           
capacity	O             
	                      
a	O                    
growing	O              
component	O            
of	O                   
its	O                  
energy	O               
supplies	O             
.	O                    
Georgia	B+AC0-geo          
has	O                  
overcome	O             
the	O                  
chronic	O              
energy	O               
shortages	O            
and	O                  
gas	O                  
supply	O               
interruptions	O        
of	O                   
the	O                  
past	O                 
by	O                   
renovating	O           
hydropower	O           
plants	O               
and	O                  
by	O                   
increasingly	O         
relying	O              
on	O                   
natural	O              
gas	O                  
imports	O              
from	O                 
Azerbaijan	B+AC0-geo       
instead	O              
of	O                   
from	O                 
Russia	B+AC0-geo           
.	O                    
The	O                  
construction	O         
on	O                   
the	O                  
Baku+AC0-T'bilisi+AC0-Ceyhan	O 
oil	O                  
pipeline	O             
	                      
the	O                  
Baku+AC0-T'bilisi+AC0-Erzerum	O
gas	O                  
pipeline	O             
	                      
and	O                  
the	O                  
Kars+AC0-Akhalkalaki	B+AC0-org 
Railroad	I+AC0-org         
are	O                  
part	O                 
of	O                   
a	O                    
strategy	O             
to	O                   
capitalize	O           
on	O                   
Georgia	B+AC0-geo          
's	O                   
strategic	O            
location	O             
between	O              
Europe	B+AC0-geo           
and	O                  
Asia	B+AC0-geo             
and	O                  
develop	O              
its	O                  
role	O                 
as	O                   
a	O                    
transit	O              
point	O                
for	O                  
gas	O                  
	                      
oil	O                  
and	O                  
other	O                
goods	O                
.	O                    
Georgia	B+AC0-geo          
has	O                  
historically	O         
suffered	O             
from	O                 
a	O                    
chronic	O              
failure	O              
to	O                   
collect	O              
tax	O                  
revenues	O             
+ADs-	O                    
however	O              
	                      
the	O                  
government	O           
	                      
since	O                
coming	O               
to	O                   
power	O                
in	O                   
2004	B+AC0-tim             
	                      
has	O                  
simplified	O           
the	O                  
tax	O                  
code	O                 
	                      
improved	O             
tax	O                  
administration	O       
	                      
increased	O            
tax	O                  
enforcement	O          
	                      
and	O                  
cracked	O              
down	O                 
on	O                   
petty	O                
corruption	O           
.	O                    
However	O              
	                      
the	O                  
economic	O             
downturn	O             
of	O                   
2008	B+AC0-tim             
+AC0-	I+AC0-tim                
9	I+AC0-tim                
eroded	O               
the	O                  
tax	O                  
base	O                 
and	O                  
led	O                  
to	O                   
a	O                    
decline	O              
in	O                   
the	O                  
budget	O               
surplus	O              
and	O                  
an	O                   
increase	O             
in	O                   
public	O               
borrowing	O            
needs	O                
.	O                    
The	O                  
country	O              
is	O                   
pinning	O              
its	O                  
hopes	O                
for	O                  
renewed	O              
growth	O               
on	O                   
a	O                    
determined	O           
effort	O               
to	O                   
continue	O             
to	O                   
liberalize	O           
the	O                  
economy	O              
by	O                   
reducing	O             
regulation	O           
	                      
taxes	O                
	                      
and	O                  
corruption	O           
in	O                   
order	O                
to	O                   
attract	O              
foreign	O              
investment	O           
	                      
but	O                  
the	O                  
economy	O              
faces	O                
a	O                    
more	O                 
difficult	O            
investment	O           
climate	O              
both	O                 
domestically	O         
and	O                  
internationally	O      
.	O                    
After	O                
discarding	O           
socialist	O            
economic	O             
policies	O             
in	O                   
the	O                  
mid+AC0-1990s	B+AC0-org        
	                      
Madagascar	I+AC0-org       
followed	O             
a	O                    
World	O                
Bank+AC0-	O                
and	O                  
IMF+AC0-led	O              
policy	O               
of	O                   
privatization	O        
and	O                  
liberalization	O       
that	O                 
has	O                  
been	O                 
undermined	O           
since	O                
the	O                  
start	O                
of	O                   
the	O                  
political	O            
crisis	O               
.	O                    
This	O                 
strategy	O             
placed	O               
the	O                  
country	O              
on	O                   
a	O                    
slow	O                 
and	O                  
steady	O               
growth	O               
path	O                 
from	O                 
an	O                   
extremely	O            
low	O                  
level	O                
.	O                    
Agriculture	O          
	                      
including	O            
fishing	O              
and	O                  
forestry	O             
	                      
is	O                   
a	O                    
mainstay	O             
of	O                   
the	O                  
economy	O              
	                      
accounting	O           
for	O                  
more	O                 
than	O                 
one+AC0-fourth	O           
of	O                   
GDP	B+AC0-art              
and	O                  
employing	O            
80	O                   
+ACU-	O                    
of	O                   
the	O                  
population	O           
.	O                    
Exports	O              
of	O                   
apparel	O              
have	O                 
boomed	O               
in	O                   
recent	O               
years	O                
primarily	O            
due	O                  
to	O                   
duty+AC0-free	O            
access	O               
to	O                   
the	O                  
US	B+AC0-geo               
.	O                    
However	O              
	                      
Madagascar	B+AC0-org       
's	O                   
failure	O              
to	O                   
comply	O               
with	O                 
the	O                  
requirements	O         
of	O                   
the	O                  
African	B+AC0-gpe          
Growth	B+AC0-org           
and	I+AC0-org              
Opportunity	I+AC0-org      
Act	I+AC0-org              
(	O                    
AGOA	B+AC0-art             
)	O                    
led	O                  
to	O                   
the	O                  
termination	O          
of	O                   
the	O                  
country	O              
's	O                   
duty+AC0-free	O            
access	O               
in	O                   
January	B+AC0-tim          
2010	I+AC0-tim             
.	O                    
Deforestation	O        
and	O                  
erosion	O              
	                      
aggravated	O           
by	O                   
the	O                  
use	O                  
of	O                   
firewood	O             
as	O                   
the	O                  
primary	O              
source	O               
of	O                   
fuel	O                 
	                      
are	O                  
serious	O              
concerns	O             
.	O                    
Former	O               
President	B+AC0-per        
RAVALOMANANA	I+AC0-per     
worked	O               
aggressively	O         
to	O                   
revive	O               
the	O                  
economy	O              
following	O            
the	O                  
2002	B+AC0-tim             
political	O            
crisis	O               
	                      
which	O                
triggered	O            
a	O                    
12	O                   
+ACU-	O                    
drop	O                 
in	O                   
GDP	O                  
that	B+AC0-tim             
year	O                 
.	O                    
The	O                  
current	O              
political	O            
crisis	O               
which	O                
began	O                
in	O                   
early	O                
2009	B+AC0-tim             
has	O                  
dealt	O                
additional	O           
blows	O                
to	O                   
the	O                  
economy	O              
.	O                    
Tourism	O              
dropped	O              
more	O                 
than	O                 
50	O                   
+ACU-	O                    
in	O                   
2009	B+AC0-tim             
	                      
compared	O             
with	O                 
the	O                  
previous	B+AC0-tim         
year	O                 
	                      
and	O                  
many	O                 
investors	O            
are	O                  
wary	O                 
of	O                   
entering	O             
the	O                  
uncertain	O            
investment	O           
environment	O          
.	O                    
Settled	O              
by	O                   
both	O                 
Britain	B+AC0-org          
and	O                  
France	B+AC0-org           
during	O               
the	O                  
first	B+AC0-tim            
half	I+AC0-tim             
of	I+AC0-tim               
the	O                  
19th	B+AC0-tim             
century	I+AC0-tim          
	                      
the	O                  
island	O               
was	O                  
made	O                 
a	O                    
French	B+AC0-gpe           
possession	O           
in	O                   
1853	B+AC0-tim             
.	O                    
It	O                   
served	O               
as	O                   
a	O                    
penal	O                
colony	O               
for	O                  
four	B+AC0-tim             
decades	I+AC0-tim          
after	O                
1864	B+AC0-tim             
.	O                    
Agitation	O            
for	O                  
independence	O         
during	O               
the	O                  
1980s	B+AC0-tim            
and	I+AC0-tim              
early	O                
1990s	B+AC0-tim            
ended	O                
in	O                   
the	O                  
1998	B+AC0-tim             
Noumea	I+AC0-tim           
Accord	I+AC0-tim           
	                      
which	O                
over	O                 
a	O                    
period	O               
of	O                   
15	B+AC0-tim               
to	O                   
20	B+AC0-tim               
years	O                
will	O                 
transfer	O             
an	O                   
increasing	O           
amount	O               
of	O                   
governing	O            
responsibility	O       
from	O                 
France	B+AC0-org           
to	O                   
New	B+AC0-geo              
Caledonia	I+AC0-geo        
.	O                    
The	O                  
agreement	O            
also	O                 
commits	O              
France	B+AC0-org           
to	O                   
conduct	O              
a	O                    
referendum	O           
between	B+AC0-tim          
2014	I+AC0-tim             
and	O                  
2019	B+AC0-tim             
to	O                   
decide	O               
whether	O              
New	B+AC0-geo              
Caledonia	I+AC0-geo        
should	O               
assume	O               
full	O                 
sovereignty	O          
and	O                  
independence	O         
.	O                    
ALL	O                  
the	O                  
Goods	O                
were	O                 
once	O                 
driven	O               
out	O                  
by	O                   
the	O                  
Ills	O                 
from	O                 
that	O                 
common	O               
share	O                
which	O                
they	O                 
each	O                 
had	O                  
in	O                   
the	O                  
affairs	O              
of	O                   
mankind	O              
+ADs-	O                    
for	O                  
the	O                  
Ills	O                 
by	O                   
reason	O               
of	O                   
their	O                
numbers	O              
had	O                  
prevailed	O            
to	O                   
possess	O              
the	O                  
earth	O                
.	O                    
The	O                  
Goods	O                
wafted	O               
themselves	O           
to	O                   
heaven	O               
and	O                  
asked	O                
for	O                  
a	O                    
righteous	O            
vengeance	O            
on	O                   
their	O                
persecutors	O          
.	O                    
They	O                 
entreated	O            
Jupiter	B+AC0-per          
that	O                 
they	O                 
might	O                
no	O                   
longer	O               
be	O                   
associated	O           
with	O                 
the	O                  
Ills	O                 
	                      
as	O                   
they	O                 
had	O                  
nothing	O              
in	O                   
common	O               
and	O                  
could	O                
not	O                  
live	O                 
together	O             
	                      
but	O                  
were	O                 
engaged	O              
in	O                   
unceasing	O            
warfare	O              
+ADs-	O                    
and	O                  
that	O                 
an	O                   
indissoluble	O         
law	O                  
might	O                
be	O                   
laid	O                 
down	O                 
for	O                  
their	O                
future	O               
protection	O           
.	O                    
Jupiter	B+AC0-per          
granted	O              
their	O                
request	O              
and	O                  
decreed	O              
that	O                 
henceforth	O           
the	O                  
Ills	B+AC0-nat             
should	O               
visit	O                
the	O                  
earth	O                
in	O                   
company	O              
with	O                 
each	O                 
other	O                
	                      
but	O                  
that	O                 
the	O                  
Goods	O                
should	O               
one	O                  
by	O                   
one	O                  
enter	O                
the	O                  
habitations	O          
of	O                   
men	O                  
.	O                    
Hence	O                
it	O                   
arises	O               
that	O                 
Ills	B+AC0-art             
abound	O               
	                      
for	O                  
they	O                 
come	O                 
not	O                  
one	O                  
by	O                   
one	O                  
	                      
but	O                  
in	O                   
troops	O               
	                      
and	O                  
by	O                   
no	O                   
means	O                
singly	O               
:	O                    
while	O                
the	O                  
Goods	O                
proceed	O              
from	O                 
Jupiter	B+AC0-per          
	                      
and	O                  
are	O                  
given	O                
	                      
not	O                  
alike	O                
to	O                   
all	O                  
	                      
but	O                  
singly	O               
	                      
and	O                  
separately	O           
+ADs-	O                    
and	O                  
one	O                  
by	O                   
one	O                  
to	O                   
those	O                
who	O                  
are	O                  
able	O                 
to	O                   
discern	O              
them	O                 
.	O                    
Turkish	B+AC0-gpe          
security	O             
officials	O            
say	O                  
Kurdish	O              
rebels	O               
have	O                 
killed	O               
13	O                   
Turkish	B+AC0-gpe          
soldiers	O             
in	O                   
a	O                    
southeastern	O         
province	O             
near	O                 
the	O                  
border	O               
with	O                 
Iraq	B+AC0-geo             
.	O                    
Reports	O              
from	O                 
Turkey	B+AC0-geo           
say	O                  
the	O                  
soldiers	O             
were	O                 
killed	O               
Sunday	B+AC0-tim           
in	O                   
Sirnak	B+AC0-geo           
province	O             
near	O                 
an	O                   
area	O                 
where	O                
a	O                    
Kurdish	O              
rebel	O                
was	O                  
killed	O               
in	O                   
earlier	O              
fighting	O             
.	O                    
A	O                    
Turkish	B+AC0-gpe          
army	O                 
statement	O            
said	O                 
an	O                   
operation	O            
is	O                   
under	O                
way	O                  
to	O                   
hunt	O                 
down	O                 
the	O                  
attackers	O            
.	O                    
It	O                   
also	O                 
said	O                 
Turkish	B+AC0-gpe          
troops	O               
shelled	O              
areas	O                
near	O                 
the	O                  
Iraqi	B+AC0-gpe            
border	O               
to	O                   
try	O                  
to	O                   
prevent	O              
rebels	O               
from	O                 
reaching	O             
their	O                
bases	O                
in	O                   
northern	O             
Iraq	B+AC0-geo             
.	O                    
Last	O                 
week	O                 
	                      
rebels	O               
from	O                 
the	O                  
Kurdistan	B+AC0-org        
Workers	I+AC0-org          
'	I+AC0-org                
Party	I+AC0-org            
	                      
or	O                   
PKK	B+AC0-org              
	                      
ambushed	O             
a	O                    
minibus	O              
in	O                   
Sirnak	B+AC0-geo           
and	O                  
killed	O               
12	O                   
passengers	O           
	                      
including	O            
village	O              
guards	O               
.	O                    
Ankara	B+AC0-geo           
signed	O               
an	O                   
agreement	O            
with	O                 
Baghdad	B+AC0-geo          
last	O                 
month	O                
that	O                 
commits	O              
Iraqi	B+AC0-gpe            
troops	O               
to	O                   
crack	O                
down	O                 
on	O                   
PKK	B+AC0-org              
rebels	O               
who	O                  
Turkey	B+AC0-geo           
says	O                 
use	O                  
northern	O             
Iraq	B+AC0-geo             
to	O                   
attack	O               
Turkey	B+AC0-geo           
.	O                    
The	O                  
deal	O                 
does	O                 
not	O                  
allow	O                
Turkey	B+AC0-geo           
to	O                   
send	O                 
its	O                  
troops	O               
into	O                 
Iraq	B+AC0-geo             
.	O                    
Afghanistan	B+AC0-geo      
's	O                   
government	O           
says	O                 
Afghan	B+AC0-gpe           
and	O                  
U.S.+AC0-led	O             
troops	O               
have	O                 
killed	O               
five	O                 
Taleban	B+AC0-org          
insurgents	O           
in	O                   
the	O                  
east	O                 
of	O                   
the	O                  
country	O              
.	O                    
The	O                  
Afghan	B+AC0-gpe           
Defense	B+AC0-org          
Ministry	I+AC0-org         
says	O                 
the	O                  
rebels	O               
were	O                 
killed	O               
in	O                   
a	O                    
gun	O                  
fight	O                
Saturday	B+AC0-tim         
in	O                   
the	O                  
eastern	O              
province	O             
of	O                   
Paktika	B+AC0-geo          
.	O                    
Afghan	B+AC0-gpe           
and	O                  
coalition	O            
forces	O               
captured	O             
one	O                  
insurgent	O            
.	O                    
In	O                   
other	O                
fighting	O             
Saturday	B+AC0-tim         
	                      
a	O                    
Canadian	B+AC0-gpe         
soldier	O              
was	O                  
killed	O               
in	O                   
Kandahar	B+AC0-geo         
province	O             
when	O                 
militants	O            
ambushed	O             
his	O                  
patrol	O               
with	O                 
a	O                    
roadside	O             
bomb	O                 
and	O                  
gunfire	O              
.	O                    
Separately	O           
	                      
Afghan	B+AC0-gpe           
police	O               
are	O                  
searching	O            
for	O                  
the	O                  
gunmen	O               
who	O                  
killed	O               
two	O                  
German	B+AC0-gpe           
journalists	O          
early	O                
Saturday	B+AC0-tim         
in	O                   
a	O                    
remote	O               
part	O                 
of	O                   
northern	O             
Afghanistan	B+AC0-geo      
.	O                    
The	O                  
two	O                  
Deutsche	B+AC0-org         
Welle	I+AC0-org            
journalists	O          
	                      
a	O                    
man	O                  
and	O                  
a	O                    
woman	O                
	                      
were	O                 
shot	O                 
dead	O                 
as	O                   
they	O                 
spent	O                
the	O                  
night	O                
in	O                   
a	O                    
tent	O                 
in	O                   
Baghlan	B+AC0-geo          
province	O             
.	O                    
The	O                  
area	O                 
has	O                  
been	O                 
relatively	O           
calm	O                 
this	O                 
year	O                 
	                      
and	O                  
the	O                  
motive	O               
for	O                  
the	O                  
shooting	O             
is	O                   
unknown	O              
.	O                    
German	B+AC0-gpe           
Foreign	O              
Minister	O             
Frank+AC0-Walter	O         
Steinmeier	O           
condemned	O            
the	O                  
killings	O             
as	O                   
atrocious	O            
and	O                  
senseless	O            
.	O                    
American	B+AC0-org         
Idol	I+AC0-org             
narrowed	O             
the	O                  
field	O                
of	O                   
hopefuls	O             
to	O                   
16	B+AC0-tim               
March	I+AC0-tim            
1	I+AC0-tim                
	                      
bouncing	O             
two	O                  
women	O                
and	O                  
two	O                  
men	O                  
.	O                    
This	O                 
time	O                 
	                      
the	O                  
axe	O                  
fell	O                 
on	O                   
Alaina	B+AC0-per           
Alexander	I+AC0-per        
	                      
who	O                  
sang	O                 
a	O                    
tepid	O                
rendition	O            
of	O                   
the	O                  
Dixie	B+AC0-org            
Chicks	I+AC0-org           
'	O                    
+ACIAIgAiACI-	O                 
Not	O                  
Ready	O                
To	O                   
Make	O                 
Nice	O                 
	                      
+ACIAIgAiACI-	O                 
and	O                  
Nick	B+AC0-per             
Pedro	I+AC0-per            
	                      
deemed	O               
lacking	O              
in	O                   
charisma	O             
	                      
according	O            
to	O                   
judge	O                
Simon	B+AC0-per            
Cowell	I+AC0-per           
.	O                    
Also	O                 
removed	O              
were	O                 
A.J.	B+AC0-org             
Tabaldo	I+AC0-org          
and	I+AC0-org              
Leslie	I+AC0-org           
Hunt	I+AC0-org             
	                      
who	O                  
both	O                 
sang	O                 
Nina	B+AC0-geo             
Simone	I+AC0-geo           
's	O                   
+ACIAIgAiACI-	O                 
Feeling	O              
Good	O                 
+ACIAIgAiACI-	O                 
.	O                    
Still	O                
in	O                   
the	O                  
race	O                 
	                      
however	O              
	                      
is	O                   
20+AC0-year+AC0-old	B+AC0-org      
New	I+AC0-org              
Jersey	I+AC0-org           
native	I+AC0-org           
Antonella	I+AC0-org        
Barba	I+AC0-org            
	                      
whose	O                
racy	O                 
photos	O               
have	O                 
become	O               
an	O                   
Internet	O             
sensation	O            
.	O                    
Burma	B+AC0-geo            
's	O                   
detained	O             
democracy	O            
leader	O               
Aung	B+AC0-geo             
San	I+AC0-geo              
Suu	I+AC0-geo              
Kyi	I+AC0-geo              
has	O                  
appealed	O             
to	O                   
the	O                  
ruling	O               
military	O             
against	O              
her	O                  
home	O                 
confinement	O          
.	O                    
A	O                    
spokesman	O            
for	O                  
her	O                  
National	B+AC0-org         
League	I+AC0-org           
for	I+AC0-org              
Democracy	I+AC0-org        
says	O                 
the	O                  
appeal	O               
was	O                  
sent	O                 
by	O                   
the	O                  
party	O                
to	O                   
the	O                  
cabinet	O              
.	O                    
Aung	B+AC0-geo             
San	I+AC0-geo              
Suu	I+AC0-geo              
Kyi	I+AC0-geo              
approved	O             
the	O                  
final	O                
draft	O                
of	O                   
her	O                  
legal	O                
appeal	O               
during	O               
a	O                    
meeting	O              
with	O                 
her	O                  
lawyer	O               
Kyi	B+AC0-geo              
Win	I+AC0-geo              
in	O                   
September	B+AC0-tim        
.	O                    
Last	O                 
month	O                
	                      
the	O                  
military	O             
government	O           
released	O             
+ACI-9	CD                  
prisoners	O            
	                      
including	O            
ten	O                  
political	O            
prisoners	O            
in	O                   
an	O                   
amnesty	O              
ahead	O                
of	O                   
elections	O            
planned	O              
for	O                  
2010	B+AC0-tim             
.	O                    
The	O                  
NLD	B+AC0-org              
won	O                  
a	O                    
landslide	O            
victory	O              
in	O                   
1990	B+AC0-tim             
elections	O            
	                      
but	O                  
the	O                  
military	O             
refused	O              
to	O                   
acknowledge	O          
the	O                  
win	O                  
.	O                    
The	O                  
Nobel	O                
Peace	O                
Prize	O                
laureate	O             
has	O                  
been	O                 
under	O                
house	O                
arrest	O               
for	O                  
13	B+AC0-tim               
of	I+AC0-tim               
the	O                  
last	O                 
19	B+AC0-tim               
years	O                
.	O                    
Pope	B+AC0-per             
Benedict	I+AC0-per         
is	O                   
calling	O              
for	O                  
swift	O                
global	O               
action	O               
to	O                   
overcome	O             
hunger	O               
in	O                   
the	O                  
troubled	O             
Darfur	B+AC0-geo           
region	O               
of	O                   
western	B+AC0-geo          
Sudan	I+AC0-geo            
.	O                    
Speaking	O             
